descriptif,nom_plage,commune,photo,nature_baignade,grand_territoire,source,date_ouverture,date_fermeture,date_detail,id,lon,lat
"A 4 km du centre ville dans le quartier du Moulleau, elle est le point de rencontre des jeunes noctambules, qui s’y retrouvent après la grasse matinée, et des familles qui peuvent y pêcher depuis la jetée ou déguster une glace sur la promenade. 
Clubs de plage : Balou, Mickey marin. 
Aménagement : douche et points d’eau.",Plage du Moulleau,ARCACHON,http://aquitaine.media.tourinsoft.eu/upload/jetee-du-moulleau-20.jpg,Plage du bassin,Bassin d'Arcachon ,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""12:00-19:00"", ""Week-end"" : ""12:00-19:00"" } ]",51,-1.2042181000000003,44.64112310004097
"C’est la grande plage d’Arcachon : étendue de sable fin bordée d’une longue avenue piétonne de plus de 3 km, jeux d’enfants, skate parc, piste cyclable, promenade maritime verdoyante, pinède entourant de vastes pelouses où les familles jouent au ballon et font décoller les cerfs-volants. Elle offre un superbe panorama sur la presqu’île du Cap Ferret.
Clubs de plage : les Canetons, les P’tits loups. 
Aménagement : rampe d’accès PMR, douches, toilettes, Parking gratuit à proximité.",Plage Pereire,ARCACHON,http://aquitaine.media.tourinsoft.eu/upload/Plage-Pereire.jpg,Plage du bassin,Bassin d'Arcachon ,SIRTAQUI,20200602,20200830,"[ { ""Date ouverture"" : ""02/06/2020-30/08/2020"", ""Semaine"" : ""12:00-19:00"", ""Week-end"" : ""12:00-19:00"" } ]",49,-1.1942618,44.658647600040865
"Située au pied de la Dune du Pilat et face au Banc d’Arguin, la plage de la Corniche vous offre une vue époustouflante entre le bassin et l'immensité de l'océan à l'horizon. Pour y accéder, descendez l'escalier à droite de l’hôtel de la Co(o)rniche.",Plage de la Corniche,LA TESTE DE BUCH,http://aquitaine.media.tourinsoft.eu/upload/Plage-de-la-Corniche-4.jpg,Plage oceane,Bassin d'Arcachon ,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",52,-1.210336000000001,44.60215970004119
"La plage du Petit Nice est labellisée Tourisme et Handicap ainsi que Handiplage compte tenu de ses équipements et personnels mis à disposition des personnes handicapées.
Les places de stationnement réservées y sont clairement identifiées. Vous y trouverez une rampe de descente en pente douce entre le stationnement et la plage pour l’accessibilité aux fauteuils roulants. Des tiralos et des hippocampes (fauteuils adaptés au sable et à la mise à l’eau) sont d’ailleurs à disposition. Des vestiaires et sanitaires sont disponibles pour les personnes handicapées dans le poste de secours. Une aire de pique-nique est accessible à tous (parking gratuit, sanitaires publics, tables de pique-nique).",Plage du Petit Nice,LA TESTE DE BUCH,http://aquitaine.media.tourinsoft.eu/upload/Plage-du-Petit-Nice-1.jpg,Plage oceane,Bassin d'Arcachon ,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",53,-1.2417673999999992,44.5592711000414
"Facilement accessible, la plage de la Lagune dispose d’un grand nombre d’équipements à destination du public notamment grâce à la présence du dispositif CAP 33 en saison estivale, qui propose une multitude d’activités sportives au travers d’initiations et de tournois (beach volley, beach tennis, football, danse africaine, ...).
A noter qu’une zone naturiste est située au sud de la plage.
Vous y trouvez un parking gratuit, des sanitaires publics et des tables de pique-nique.",Plage de la Lagune,LA TESTE DE BUCH,http://aquitaine.media.tourinsoft.eu/upload/Plage-de-la-Lagune-3.jpg,Plage oceane,Bassin d'Arcachon ,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",54,-1.2490711000000008,44.548561600041474
"La Salie Nord est la plage océane idéale pour la pratique des sports de glisse.
Un point glisse vient d’être installé sur la plage de la Salie Nord. Outre le poste de secours, il accueille également les associations de surf, de kite surf et de char à voile.
Attention cependant, il est nécessaire de marcher un peu et de monter une dune avant d’accéder à la plage (parking gratuit, sanitaires publics, tables de pique-nique). ",Plage de la Salie-Nord,LA TESTE DE BUCH,http://aquitaine.media.tourinsoft.eu/upload/Plage-de-la-Salie-Nord-3.jpg,Plage oceane,Bassin d'Arcachon ,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",55,-1.2558678000000012,44.528667600041565
"Les eaux du lac sont réputées calmes et propices aux baignades en famille. La Plage de Cazaux Lac accueille en saison estivale le dispositif CAP 33, qui propose de nombreuses activités sportives. Vous y trouverez un parking gratuit, des sanitaires publics, des tables de pique-nique et un boulodrome.
Accès handi-plage par l’esplanade Jean Labat. Présence d’un tiralo et de sanitaires adaptés.",Plage du lac de Cazaux,LA TESTE DE BUCH,http://aquitaine.media.tourinsoft.eu/upload/Plage-de-Cazaux-Lac.jpg,Plage lacustre,Bassin d'Arcachon ,SIRTAQUI,20200627,20200830,"[ { ""Date ouverture"" : ""27/06/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",57,-1.1711155999999991,44.52627910004158
"Les eaux du Lac de Cazaux sont réputées calmes et propices à la baignade pour petits et grands. La plage de Laouga est un petit paradis à l’abri du monde urbain. Protégée par les pins, elle offre baignade en toute sécurité et un moment agréable allongé sur le sable fin (parking gratuit, toilettes publiques, tables de pique-nique).",Plage Laouga,LA TESTE DE BUCH,http://aquitaine.media.tourinsoft.eu/upload/Plage-de-Laouga-2.jpg,Plage lacustre,Bassin d'Arcachon ,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",249,-1.1763526999999994,44.52052770004161
"Le Bassin d'Arcachon est bien connu pour ses marées. 
A Arès, parfois, il y l'eau et parfois il n'y a pas l'eau!!
Si vous et vos bambins avez envie de faire un plouf, même à marée basse, c'est possible à Arès. Le plan de baignade aménagé de St Brice vous offre une baignade sécurisée dans un environnement très Nature.
La plage de sable ombragée vous offre la possibilité de vous amuser, de faire bronzette ou même de bouquiner en toute tranquillité.
L'été, des maîtres-nageurs sauveteurs surveillent ce lieu pour plus de sécurité. Et pour les amateurs d'activités sportives, les animateurs de CAP 33 et CAP 33 Junior proposent différentes découvertes (beach volley, jeux de plage...).
Les plus gourmands profitent des tables en bois pour pique-niquer avant la baignade.
Parking gratuit et wc publics à proximité.",Plage de Saint Brice,ARES,http://aquitaine.media.tourinsoft.eu/upload/Saint-Brice---J.Boissiere--Office-de-Tourisme-Ares--2018--1----sirtaqui.jpg,Baignade amenagee,Bassin d'Arcachon ,SIRTAQUI,20200613,20200906,"[ { ""Date ouverture"" : ""13/06/2020-30/06/2020"", ""Semaine"" : null, ""Week-end"" : ""11:00-13:30"" }, { ""Date ouverture"" : ""01/07/2020-06/09/2020"", ""Semaine"" : ""14:30-19:00"", ""Week-end"" : ""11:00-13:30"" } ]",37,-1.1251222000000003,44.75157150004036
"Au cœur du quartier touristique de La Hume, et à proximité immédiate du port de plaisance, cette plage jouit d’une image familiale.
Bordée de tamaris et de pins francs, la plage offre une vue panoramique imprenable sur le Bassin d’Arcachon. Au rythme des marées, variez les plaisirs : baignade, détente sur le sable, promenade,… et profitez des équipements mis à votre disposition : aires de jeux et de pique-nique, , buvette, location de paddle.... 
Ce site est également un spot réputé pour la pratique du kite surf : spectacle garanti !


La plage de la Hume bénéficie du label « Handiplage niveau 2 » depuis 2008, et offre aux personnes à mobilité réduite des équipements adaptés. (parking, tiralo, douches).",Plage de La Hume,GUJAN MESTRAS,http://aquitaine.media.tourinsoft.eu/upload/IMG-5653--800x600-.jpg,Plage du bassin,Bassin d'Arcachon ,SIRTAQUI,20200701,20200830,"[ { ""Date ouverture"" : ""01/07/2020-30/08/2020"", ""Semaine"" : ""10:00-19:00"", ""Week-end"" : ""10:00-19:00"" } ]",48,-1.1160019999999995,44.63989800004098
"Située au bout de l’Avenue Jean Laffitte, on accède facilement à la plage centrale d’Hourtin par le sentier aménagé au-dessus de la dune. La station d’Hourtin est connectée par la Vélodyssée, et une piste cyclable vous amène ensuite jusqu’à la plage. 
C’est une superbe plage pour une baignade en famille ou entre amis, vous vivrez au rythme du soleil et des marées pour une déconnexion totale ! Le spot idéal pour s’amuser avec les enfants dans l’eau en toute sécurité.
 En haute saison, une deuxième zone de baignade surveillée est organisée plus au sud, pour accéder à encore plus de nature ! 
Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage. ",Plage Centrale,HOURTIN,http://aquitaine.media.tourinsoft.eu/upload/Plage-Hourtin-----Medoc-Atlantique.jpg,Plage oceane,Médoc Atlantique,SIRTAQUI,20200521,20200906,"[ { ""Date ouverture"" : ""21/05/2020-24/05/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""30/05/2020-01/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""06/06/2020-07/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""13/06/2020-04/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-31/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""01/09/2020-06/09/2020"", ""Semaine"" : ""12:00-18:00"", ""Week-end"" : ""12:00-18:00"" } ]",16,-1.1722310999999999,45.22338640003777
"La plage centrale de Montalivet se situe au bout de l’Avenue de l’Océan, en bordure de centre-ville. La station est également très bien connectée avec la Vélodyssée, qui passe sur le front de mer.

Les cabanes de sauveteurs, tout droit venues des Etats-Unis et l’ambiance surf soufflent un vent de Californie sur cette petite station balnéaire médocaine qui ne manque pas de charme.

Un grand nombre d’activités sportives peuvent être pratiquées directement sur la plage en période estivale, idéal pour venir profiter du sable et de l’océan en famille ou entre amis !

Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage.",Plage Centrale,VENDAYS MONTALIVET,http://aquitaine.media.tourinsoft.eu/upload/Plage-centrale-Montalivet.jpg,Plage oceane,Médoc Atlantique,SIRTAQUI,20200530,20200913,"[ { ""Date ouverture"" : ""30/05/2020-01/06/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""06/06/2020-03/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""31/08/2020-13/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" } ]",9,-1.1594116,45.3783847000369
"La plage centrale de Lacanau océan est située directement dans le centre-ville, à deux pas des nombreux commerces et restaurants, et facilement accessible à vélo. 
Cette plage est emblématique dans la culture du surf en Nouvelle- Aquitaine ! En effet, chaque année au mois d’août, elle accueille un événement sportif : le Caraïbos Lacanau Pro, qui constitue une des plus anciennes étapes d’un championnat de surf de renommée mondiale ! 
Attention, à marée haute, la plage est réduite ! Ce phénomène est le marqueur des effets de l’érosion. Vous pourrez dès lors vous diriger vers les plages nord et sud qui offriront plus d’espace.
 A 50 mètres du poste de secours de la plage centrale, le club de plage du journal de Mickey peut accueillir vos enfants. 
Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage. ",Plage Centrale,LACANAU,http://aquitaine.media.tourinsoft.eu/upload/Plage-Lacanau------Medoc-Atlantique--7-.jpg,Plage oceane,Médoc Atlantique,SIRTAQUI,20200521,20201101,"[ { ""Date ouverture"" : ""21/05/2020-24/05/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""30/05/2020-01/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""06/06/2020-07/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""13/06/2020-04/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-31/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""01/09/2020-13/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""19/09/2020-20/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""26/09/2020-27/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""03/10/2020-04/10/2020"", ""Semaine"" : ""12:00-18:00"", ""Week-end"" : ""12:00-18:00"" }, { ""Date ouverture"" : ""17/10/2020-01/11/2020"", ""Semaine"" : ""12:00-18:00"", ""Week-end"" : ""12:00-18:00"" } ]",22,-1.202484600000001,45.00153040003901
"Située en plein centre-ville et accessible en vélo, la plage de Maubuisson est la plage principale du Lac de Carcans. Surveillée pendant l’été, elle est idéale pour les enfants et plaît aussi aux groupes d’amis qui veulent s’éclater dans l’eau. Ici, pas le temps de s’ennuyer : une offre considérable d’activités nautiques pour découvrir une panoplie d’activités : bateau, paddle, voile, pédalo... 
Envie d’une virée shopping ou d’une pause gourmande ? De nombreux commerces, restaurants et cafés sont à proximité. 
Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage. ",Plage de Maubuisson,CARCANS,http://aquitaine.media.tourinsoft.eu/upload/Plage-Carcans-Maubuisson---Medoc-Atlantique--2-.jpg,Plage lacustre,Médoc Atlantique,SIRTAQUI,20200606,20200906,"[ { ""Date ouverture"" : ""06/06/2020-07/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""13/06/2020-04/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-06/09/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",20,-1.1412118000000002,45.07033240003864
"La plage du Gressier, plage principale du Porge-Océan, surveillée durant la saison estivale, est étendue sur 13 km de long.
Ses dunes et ses vagues permettent à chacun de trouver son lieu de détente.
Pour les amateurs de sports, diverses activités sont proposées : surf, body-board et stand-up paddle.",Plage du Gressier,LE PORGE,http://aquitaine.media.tourinsoft.eu/upload/LE-PORGE-OVCEAN-2019-5.jpeg,Plage oceane,Médoc Atlantique,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-01/07/2020"", ""Semaine"" : ""13:30-18:00"", ""Week-end"" : ""13:30-18:00"" }, { ""Date ouverture"" : ""02/07/2020-30/08/2020"", ""Semaine"" : ""11:00-18:30"", ""Week-end"" : ""11:00-18:30"" }, { ""Date ouverture"" : ""01/09/2020-13/09/2020"", ""Semaine"" : ""13:30-18:00"", ""Week-end"" : ""13:30-18:00"" } ]",27,-1.2178891000000012,44.893955800039606
"La plage Nord de Lacanau est située à proximité du centre-ville. Elle est légèrement éloignée des zones de stationnement, mais un agréable chemin forestier et dunaire vous mènera sur cette longue plage de sable, bordée de dunes.
 Surveillée en saison estivale, petits et grands peuvent s’amuser dans l’eau. Véritable spot de surf, cette plage est également le rendez-vous des surfeurs. 
Une offre de restauration rapide et des écoles de surf sont également présentes sur ce site uniquement en été.
 La surveillance sur la plage Nord de Lacanau débute dès la fin du mois de mai !
 Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage. ",Plage Nord,LACANAU,http://aquitaine.media.tourinsoft.eu/upload/Plage-Nord-Lacanau------Medoc-Atlantique.jpg,Plage oceane,Médoc Atlantique,SIRTAQUI,20200530,20200906,"[ { ""Date ouverture"" : ""30/05/2020-01/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""06/06/2020-07/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""13/06/2020-03/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-31/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""01/09/2020-06/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" } ]",21,-1.2009369999999988,45.010046300038944
"La plage Super Sud de Lacanau Océan se situe à l’extrême sud de la station, au bout de la route du Lion. Un grand parking sous couvert forestier vous permettra de facilement vous garer à l’ombre. Cependant, c’est une plage qui se mérite ! Il faudra en effet traverser toute la dune sur des sentiers canalisés, qui servent à la protéger, avant d’y accéder. Propice au calme et à la déconnexion, on aime s’y rendre pour vivre un vrai moment de liberté. Moins fréquentée que les autres plages de Lacanau, la Super Sud est la plage la plus sauvage de la station balnéaire. Afin de renforcer et préserver son caractère naturel, ce site a fait l’objet de travaux importants pendant l’hiver 2019/2020 ; dorénavant on y trouve des toilettes sèches ! Ici, comme ailleurs sur d’autres sites du littoral de Nouvelle-Aquitaine, pas de poubelles, mais une zone unique de dépose des déchets à la sortie du site.",Plage Super Sud,LACANAU,http://aquitaine.media.tourinsoft.eu/upload/Plagiste-Lacanau------Medoc-Atlantique--1-.jpg,Plage oceane,Médoc Atlantique,SIRTAQUI,20200701,20200830,"[ { ""Date ouverture"" : ""01/07/2020-03/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",24,-1.2048127999999994,44.980009000039125
"La plage du Moutchic de Lacanau se situe le long du lac de Lacanau.
 C’est un bel endroit pour s’amuser et passer un après-midi de baignade surveillée dans l’eau chaude du lac en famille. Une panoplie d’activités est à disposition pour petits et grands : structures gonflables, excursion en bateau, paddle, canoë, voile, wakeboard... Sur la gauche, on trouve un espace de détente avec des arbres, des pelouses et des tables de pique-nique. Installez-vous sur l’herbe à l’ombre des chênes pour faire un bon pique-nique ou optez pour un des restaurants à proximité. Cette plage, labellisée Handiplage, accueille tout type de public.
 Il est possible de stationner sur le grand parking en bord de plage ou de venir en vélo par les pistes. En haute période estivale, privilégiez le vélo car le parking est souvent complet !
 Les animaux ne sont pas acceptés sur la plage en période estivale.",Plage du Moutchic,LACANAU,http://aquitaine.media.tourinsoft.eu/upload/Lac-----Dje---1-moment-1-image--16-.jpg,Plage lacustre,Médoc Atlantique,SIRTAQUI,20200606,20200831,"[ { ""Date ouverture"" : ""06/06/2020-07/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""13/06/2020-14/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""20/06/2020-03/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-31/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",26,-1.1338576000000002,45.002417000039024
"Une baignade dans le lac, dans le charmant petit village de la Grande Escoure, ça vous dit ? Située au creux d’une baie et protégée du vent par la dune de la Pointe du Tedey, cette plage fait partie des plus jolies de Lacanau ! Elle est accessible à vélo par les pistes. 
En arrivant, on profite de l’ombre des arbres. La baignade est surveillée et le lac est un terrain de jeu idéal pour les enfants. Pour ceux qui pratiquent la voile ou veulent s’initier, c’est aussi le spot parfait. Et comme il est certain que bouger, ça creuse, des commodités sont à disposition de tous pour boire un verre ou se restaurer, tout près de l’eau. 
Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage. ",Plage de la Grand Escoure,LACANAU,http://aquitaine.media.tourinsoft.eu/upload/Medoc-Ocean-Lac-Moutchic-Carreyre-Longarisse-HD-295-0001.jpg,Plage lacustre,Médoc Atlantique,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""14:00-18:30"", ""Week-end"" : ""14:00-18:30"" } ]",25,-1.1420772000000006,44.9682774000392
"La plage du Montaut se situe à l’entrée de la station de Maubuisson, légèrement à l’écart du centre-ville. 
Cette belle plage de sable fin est bordée par une allée de pins maritimes, une promenade piétonne et une piste cyclable. Idéale pour vivre de vrais moments de détente !
 Avec la baignade surveillée, les enfants pourront s’amuser en toute sécurité. Après une session plage, baladez-vous le long de la promenade piétonne, à l’ombre des arbres pour rejoindre le centre de Maubuisson et déguster une glace. Il est possible de se garer sur l’un des parkings le long de la route ou de venir à vélo par les pistes cyclables. 
La plage du Montaut se trouve au bord du lac de Carcans Hourtin, le plus grand lac naturel d’eau douce de France, un espace fragile à respecter en toutes circonstances. Les animaux ne sont pas acceptés sur la plage en période estivale.",Plage du Montaut,CARCANS,http://aquitaine.media.tourinsoft.eu/upload/Plage-du-Montaut-Carcans---Medoc-Atlantique-2-.jpg,Plage lacustre,Médoc Atlantique,SIRTAQUI,20200703,20200831,"[ { ""Date ouverture"" : ""03/07/2020-31/08/2020"", ""Semaine"" : ""14:30-18:30"", ""Week-end"" : ""14:30-18:30"" } ]",17,-1.1281225999999998,45.06237970003869
"La plage est située au sein du Domaine domanial de Bombannes (praticable en vélo comme en voiture), véritable paradis pour les amoureux de sport de plein air, qui propose une multitude d’activités pour tous les niveaux et tous les âges : tennis, beach volley, accrobranche, tir à l’arc, surf, wakeboard, paddle, canoë... 
La plage de Bombannes, en bordure du lac de Carcans, est une longue plage de sable fin. On y trouve des tables de pique-nique à l’ombre des pins et de nombreuses structures de loisirs (pédalos, loueurs de vélos, voiles...). L’offre complète d’activités sportives, et le calme d’un lieu situé entre pins et lac, permet à tout le monde de profiter, en famille ou entre amis. 
Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage. ",Plage de Bombannes,CARCANS,http://aquitaine.media.tourinsoft.eu/upload/MEDOC-OCEAN-BAIGNADE-LAC.jpg,Plage lacustre,Médoc Atlantique,SIRTAQUI,20200627,20200831,"[ { ""Date ouverture"" : ""27/06/2020-04/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-31/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",18,-1.1421469,45.099361400038454
"En bordure du petit village de Carcans-Plage, cette plage offre des stationnements vélos en nombre ! Si vous venez en voiture, vous ne rencontrerez pas non plus de problèmes car la station dispose de nombreux stationnements.
 Un fois arrivé sur la plage, il règne une douceur de vivre au rythme des marées et à l'écoute de l'océan... des conditions parfaites réunies pour bronzer, nager, et surtout pratiquer le surf ! 
La baignade surveillée : idéale pour les familles ou les virées entre amis pour s'amuser dans les vagues en toute sécurité. Toutes les commodités sont à disposition, glaciers et restaurants vous permettront de passer un moment agréable de retour de plage. 
Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage. ",Plage Centrale,CARCANS,http://aquitaine.media.tourinsoft.eu/upload/Parapente-Carcans-Plage----Mdoc-Atlantique-ConvertImage.jpg,Plage oceane,Médoc Atlantique,SIRTAQUI,20200521,20200906,"[ { ""Date ouverture"" : ""21/05/2020-24/05/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""30/05/2020-01/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""06/06/2020-07/06/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""13/06/2020-04/07/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""30/08/2020-06/09/2020"", ""Semaine"" : ""12:00-18:30"", ""Week-end"" : ""12:00-18:30"" } ]",19,-1.1923186000000003,45.08182200003857
"Accessible à vélo par la piste cyclable depuis le bourg d’Hourtin, située près du charmant port de plaisance, cette grande plage de sable offre souvent une eau à 25 degrés où on a pied...aucunes vagues à l’horizon, idéal pour s’amuser en toute sécurité. Un petit plouf dans l’eau, une embarcation pour aller explorer le lac, une pause lecture sur le sable...on a l’embarras du choix pour profiter ! Avec la zone de kitesurf réglementée à proximité, admirez le spectacle, allongé sur votre serviette de plage. Après une après-midi dans l’eau, les enfants peuvent continuer à s’amuser sur l’île aux enfants, véritable paradis pour les petits ! 
Le Lac de Carcans Hourtin est le plus grand lac naturel d’eau douce de France, il est donc un espace fragile à respecter en toutes circonstances. Les animaux ne sont pas acceptés sur la plage en période estivale.",Plage du Port,HOURTIN,http://aquitaine.media.tourinsoft.eu/upload/Plage-Hourtin-Port---Medoc-Atlantique--2-.jpg,Plage lacustre,Médoc Atlantique,SIRTAQUI,20200613,20200831,"[ { ""Date ouverture"" : ""13/06/2020-14/06/2020"", ""Semaine"" : ""13:00-18:00"", ""Week-end"" : ""13:00-18:00"" }, { ""Date ouverture"" : ""20/06/2020-21/06/2020"", ""Semaine"" : ""13:00-18:00"", ""Week-end"" : ""13:00-18:00"" }, { ""Date ouverture"" : ""27/06/2020-04/07/2020"", ""Semaine"" : ""13:00-18:00"", ""Week-end"" : ""13:00-18:00"" }, { ""Date ouverture"" : ""04/07/2020-31/08/2020"", ""Semaine"" : ""13:00-19:00"", ""Week-end"" : ""13:00-19:00"" } ]",15,-1.0863360000000006,45.17985950003803
"Située au bord du lac d’Hourtin, la plage de Piqueyrot offre une vue imprenable sur tout le lac. Avec une eau peu profonde et la baignade surveillée, les enfants peuvent s’amuser en toute sécurité. Propice au calme et à la détente, la plage de Piqueyrot est idéale pour s’éloigner de l’agitation estivale, et retrouver la douceur d’un lac. En revanche, pas de piste cyclable sécurisé le long de la petite route d’accès, soyez prudents ! Le Lac de Carcans Hourtin est le plus grand lac naturel d’eau douce de France, il est donc un espace fragile à respecter en toutes circonstances. A proximité du site se trouve la Réserve Naturelle des Dunes et Marais d’Hourtin. Des sentiers pédagogiques balisés sont à votre disposition pour vous permettre de découvrir en profondeur toutes les richesses de ce territoire. Des itinéraires cyclables, équestres et pédestres ont été mis en place par l’ONF.",Plage de Piqueyrot,HOURTIN,http://aquitaine.media.tourinsoft.eu/upload/Piqueyrot-Hourtin-----Medoc-Atlantique--3--2.JPG,Plage lacustre,Médoc Atlantique,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""13:00-19:00"", ""Week-end"" : ""13:00-19:00"" } ]",14,-1.1214194,45.19861740003793
